"","d","a","b","qa","qb","cmgnl","b11","b12","b21","b22","maxb","bc","quad_conc"
"13",0.616922291333573,7,23,"Q7. uncomfortable too close","Q23. prefer distance from partner",0.969882376323906,50.4339459629281,3.33215519949733,7.64805215205781,13.2363336475024,50.4339459629281,8.07218033301916,0.839945493478684
"14",0.615662285066173,2,22,"Q2. worry feeling abandoned","Q22. do not worry about abandonment",-0.0235878335514113,3.24565873544745,20.2579279526479,45.0080357492846,8.16314530986633,45.0080357492846,10.5555773326539,0.765473494745399
"15",0.61276048348777,23,33,"Q23. prefer distance from partner","Q33. in need helps to turn to partner",-0.551537027944642,3.51298190401259,54.8819826907947,6.08182533438238,8.34972462627852,54.8819826907947,5.98151062155783,0.891011397032471
"16",0.608209759556534,12,16,"Q12. i want to merge scares away lover","Q16. my desire to be close scares lovers",0.99228189537244,47.7789498359119,4.19401468979528,4.09634317862166,14.414361619003,47.7789498359119,7.56823982913997,0.841598866129714
"17",0.607656617387758,13,23,"Q13. nervous when partner comes too close","Q23. prefer distance from partner",0.934774321985638,48.2178276153257,3.21674751085014,9.5520512165904,13.4404273286071,48.2178276153257,8.7364086853492,0.818813722695122
"18",0.588340053354541,16,12,"Q16. my desire to be close scares lovers","Q12. i want to merge scares away lover",0.99228189537244,47.7789498359119,4.09634317862166,4.19401468979528,14.414361619003,47.7789498359119,7.56823982913997,0.841598866129714
"19",0.588260159004656,33,17,"Q33. in need helps to turn to partner","Q17. avoid getting too close",-0.337872834442925,2.93518300807273,6.82459440395015,48.2737675366408,12.9594795830394,48.2737675366408,7.57308566502077,0.843122133376629
"20",0.587024901225113,27,25,"Q27. discuss problems and concerns","Q25. tell just about everything",0.956700186053597,15.2181576061413,2.07582641391195,9.41563528121573,47.7048409838634,47.7048409838634,8.90320643375633,0.813368910782704
"21",0.582570139533056,31,23,"Q31. comfort advice help","Q23. prefer distance from partner",-0.439466960583425,7.46940138700615,8.2572051629634,51.6198110056777,7.33187953085401,51.6198110056777,7.68616202694119,0.851100539169045
"22",0.581536333120307,3,7,"Q3. comfortable with lovers","Q7. uncomfortable too close",-0.520187637302193,4.46475654772368,14.1227710396281,49.6103591726724,7.35532509130681,49.6103591726724,8.64761755955287,0.82568927732504
"23",0.580811036369195,27,23,"Q27. discuss problems and concerns","Q23. prefer distance from partner",-0.419801475688022,6.99156292406632,8.57671052372805,50.9646586819281,6.88536196825771,50.9646586819281,7.48454513868403,0.853142445524941
"24",0.578846544546013,27,33,"Q27. discuss problems and concerns","Q33. in need helps to turn to partner",0.986199483239278,7.30617762887204,7.21996904328063,2.62544328846568,57.3698544250475,57.3698544250475,5.71719665353945,0.900344933574673
"25",0.575548462126336,21,23,"Q21. difficult to depend on partner","Q23. prefer distance from partner",0.0880188151526849,30.2670389743186,1.84646242183506,23.0719314114917,15.5130373225312,30.2670389743186,13.4771437186193,0.554725398475398
"26",0.575350477172055,23,7,"Q23. prefer distance from partner","Q7. uncomfortable too close",0.969882376323906,50.4339459629281,7.64805215205781,3.33215519949733,13.2363336475024,50.4339459629281,8.07218033301916,0.839945493478684
"27",0.572762091763035,22,2,"Q22. do not worry about abandonment","Q2. worry feeling abandoned",-0.0235878335514113,3.24565873544745,45.0080357492846,20.2579279526479,8.16314530986633,45.0080357492846,10.5555773326539,0.765473494745399
"28",0.569264613509989,23,13,"Q23. prefer distance from partner","Q13. nervous when partner comes too close",0.934774321985638,48.2178276153257,9.5520512165904,3.21674751085014,13.4404273286071,48.2178276153257,8.7364086853492,0.818813722695122
"29",0.565452769451471,35,31,"Q35. comfort and reassurance","Q31. comfort advice help",0.990115411587723,8.97046430041354,3.85708406012975,6.53038825627658,56.3451776649746,56.3451776649746,6.45264553893996,0.885480074669264
"30",0.564466142722522,19,23,"Q19. find it easy to get close","Q23. prefer distance from partner",-0.161019918300816,10.3159099429744,10.4560074192466,43.5703151206614,4.49495846405809,43.5703151206614,8.42229194209304,0.806696556617303
"31",0.564341517081296,9,23,"Q9. uncomfortable opening up","Q23. prefer distance from partner",0.945407121875106,46.5662828461766,3.44060623954335,10.0698750123019,13.1778368270839,46.5662828461766,8.89610602630975,0.80895821004875
"32",0.560644936407439,33,29,"Q33. in need helps to turn to partner","Q29.feel comfortable depending on partner",0.511206179689601,8.75812387440294,1.41727351029677,20.9948320413437,36.5535196930546,36.5535196930546,10.3900764753478,0.71575715382281
"33",0.555601397305414,23,35,"Q23. prefer distance from partner","Q35. comfort and reassurance",-0.517903316840327,4.9291751216533,52.9127839397939,7.48241691128667,7.35633089698379,52.9127839397939,6.58930764330792,0.875468513416238
"34",0.554946606390375,13,17,"Q13. nervous when partner comes too close","Q17. avoid getting too close",0.975683834213579,45.0402878823437,5.17288586403818,6.21724164906516,16.8231244621763,45.0402878823437,9.40441732509322,0.791199884209003
"35",0.554617538056023,35,27,"Q35. comfort and reassurance","Q27. discuss problems and concerns",0.992928630032533,9.00135402971016,3.70493926489923,6.18928942875645,55.4916697737397,55.4916697737397,6.29852757445528,0.886495980385223
"36",0.554100728326446,23,3,"Q23. prefer distance from partner","Q3. comfortable with lovers",-0.573339967459004,6.49131084375246,52.2410945977825,10.7356294723598,4.74168435951875,52.2410945977825,7.32287489187702,0.859825393241514
"37",0.553344237292456,33,9,"Q33. in need helps to turn to partner","Q9. uncomfortable opening up",-0.252550916123244,2.55681261151742,7.6449481382718,47.5167153585224,14.8075527930825,47.5167153585224,8.3364378476239,0.824557783829881
"38",0.550803667178062,29,23,"Q29.feel comfortable depending on partner","Q23. prefer distance from partner",0.359950386247174,17.5159673774197,13.1119190331139,34.2674658543775,3.06180603321214,34.2674658543775,11.2298974812486,0.672286899504884
"39",0.548665729142003,3,13,"Q3. comfortable with lovers","Q13. nervous when partner comes too close",-0.293951732163232,4.25045435891423,14.4476363565301,47.2025170506732,9.19856950225714,47.2025170506732,9.29888673923381,0.803000193204714
"40",0.544704123630924,33,16,"Q33. in need helps to turn to partner","Q16. my desire to be close scares lovers",-0.562614637357273,8.23775785806553,1.90824754374291,41.8992445296904,17.6087211805691,41.8992445296904,9.25157552745919,0.779194693572496
"41",0.543256946036341,17,13,"Q17. avoid getting too close","Q13. nervous when partner comes too close",0.975683834213579,45.0402878823437,6.21724164906516,5.17288586403818,16.8231244621763,45.0402878823437,9.40441732509322,0.791199884209003
"42",0.541531020006091,33,7,"Q33. in need helps to turn to partner","Q7. uncomfortable too close",-0.45832948868695,3.49919805969565,6.62676524664554,49.6772679262997,13.8833470249971,49.6772679262997,8.00310344377942,0.838898075963987
"43",0.54120651040406,33,1,"Q33. in need helps to turn to partner","Q1. prefer not to show how I feel",0.0347390660825731,2.40358288351717,8.14949542360948,45.1791441758586,19.2012829539232,45.1791441758586,9.91812042034994,0.780471263870251
"44",0.541135287276901,31,27,"Q31. comfort advice help","Q27. discuss problems and concerns",0.996921363285163,10.6697712642104,5.48065822685738,5.23998669458196,55.4229361926938,55.4229361926938,7.13013872854991,0.87135039717564
"45",0.539935331107372,16,23,"Q16. my desire to be close scares lovers","Q23. prefer distance from partner",0.994013017798244,36.3039805100397,13.9042791465284,16.7609729262446,2.67004597430154,36.3039805100397,11.1117660156915,0.693924306382365
"46",0.538727443593458,31,35,"Q31. comfort advice help","Q35. comfort and reassurance",0.990115411587723,8.97046430041354,6.53038825627658,3.85708406012975,56.3451776649746,56.3451776649746,6.45264553893996,0.885480074669264
"47",0.538409238408288,15,23,"Q15. comfortable sharing private thoughts feelings","Q23. prefer distance from partner",-0.404232213596567,9.9781758125086,10.2691649790606,47.973889620731,5.65855960362557,47.973889620731,8.63530013173158,0.82
"48",0.537247123709166,33,13,"Q33. in need helps to turn to partner","Q13. nervous when partner comes too close",-0.228484045736274,3.39450618250117,6.77531695100955,47.3000469557051,16.0392862732822,47.3000469557051,8.73636980226431,0.815298919038165
"49",0.536399494808561,25,27,"Q25. tell just about everything","Q27. discuss problems and concerns",0.956700186053597,15.2181576061413,9.41563528121573,2.07582641391195,47.7048409838634,47.7048409838634,8.90320643375633,0.813368910782704
"50",0.532503079516728,3,17,"Q3. comfortable with lovers","Q17. avoid getting too close",-0.408755341221003,4.99168053244592,12.3558774591367,46.4715669961828,8.44083390427718,46.4715669961828,8.59613063195328,0.815023869699523
"51",0.532434489523922,27,31,"Q27. discuss problems and concerns","Q31. comfort advice help",0.996921363285163,10.6697712642104,5.23998669458196,5.48065822685738,55.4229361926938,55.4229361926938,7.13013872854991,0.87135039717564
"52",0.531111483913132,15,9,"Q15. comfortable sharing private thoughts feelings","Q9. uncomfortable opening up",-0.0881078873346984,5.34049055716637,16.5778544001254,45.4059243006034,7.85988558890369,45.4059243006034,9.92607684873181,0.781392472422373
"53",0.523480637005227,25,23,"Q25. tell just about everything","Q23. prefer distance from partner",-0.162911511416635,12.6363797204584,12.1095362598046,43.0222728970493,4.10269515815133,43.0222728970493,9.61620371280479,0.776483131520829
"54",0.523308456844404,33,25,"Q33. in need helps to turn to partner","Q25. tell just about everything",0.896308178426703,8.53080568720379,1.88398417609964,15.1776271983079,46.8665543848655,46.8665543848655,8.53080568720379,0.81797668296352
"55",0.520468481261357,35,17,"Q35. comfort and reassurance","Q17. avoid getting too close",-0.300096343710773,4.25327288072386,8.27690435533573,46.312979646313,11.9649060825531,46.312979646313,8.16502777287091,0.823698932022377
"56",0.52022927588419,5,23,"Q5. pull away when getting close","Q23. prefer distance from partner",0.908692153613063,43.9477925856037,2.84821323269253,12.0336517671109,13.4272909541219,43.9477925856037,9.43638531797513,0.785281927423443
"57",0.51959724264281,27,35,"Q27. discuss problems and concerns","Q35. comfort and reassurance",0.992928630032533,9.00135402971016,6.18928942875645,3.70493926489923,55.4916697737397,55.4916697737397,6.29852757445528,0.886495980385223
"58",0.518409556316783,12,23,"Q12. i want to merge scares away lover","Q23. prefer distance from partner",0.975416490401544,35.341255032898,13.5814592949033,16.8889325346165,2.85181184326819,35.341255032898,11.1074012242627,0.685710051498648
"59",0.518359509791412,33,12,"Q33. in need helps to turn to partner","Q12. i want to merge scares away lover",-0.623277073096004,8.02387008413226,2.07395812952455,41.0350225004891,17.8184308354529,41.0350225004891,9.30541968303659,0.773232250989367
"60",0.517595779879094,3,9,"Q3. comfortable with lovers","Q9. uncomfortable opening up",-0.296239573277931,4.29010593095886,14.3741066358599,46.1318556519355,9.43000920287443,46.1318556519355,9.36474058989772,0.797000565930956
"61",0.515938809839626,23,27,"Q23. prefer distance from partner","Q27. discuss problems and concerns",-0.419801475688022,6.99156292406632,50.9646586819281,8.57671052372805,6.88536196825771,50.9646586819281,7.48454513868403,0.853142445524941
"62",0.514865705922053,7,3,"Q7. uncomfortable too close","Q3. comfortable with lovers",-0.520187637302193,4.46475654772368,49.6103591726724,14.1227710396281,7.35532509130681,49.6103591726724,8.64761755955287,0.82568927732504
"63",0.514090132852484,23,9,"Q23. prefer distance from partner","Q9. uncomfortable opening up",0.945407121875106,46.5662828461766,10.0698750123019,3.44060623954335,13.1778368270839,46.5662828461766,8.89610602630975,0.80895821004875
"64",0.514071796899985,27,9,"Q27. discuss problems and concerns","Q9. uncomfortable opening up",-0.101478667653819,3.89373590824429,12.8850112734046,46.5385746495442,10.7518870698951,46.5385746495442,9.17687808384799,0.802811363412956
"65",0.513904848598257,23,31,"Q23. prefer distance from partner","Q31. comfort advice help",-0.439466960583425,7.46940138700615,51.6198110056777,8.2572051629634,7.33187953085401,51.6198110056777,7.68616202694119,0.851100539169045
"66",0.507863200936694,17,33,"Q17. avoid getting too close","Q33. in need helps to turn to partner",-0.337872834442925,2.93518300807273,48.2737675366408,6.82459440395015,12.9594795830394,48.2737675366408,7.57308566502077,0.843122133376629
"67",0.506328837746206,23,19,"Q23. prefer distance from partner","Q19. find it easy to get close",-0.161019918300816,10.3159099429744,43.5703151206614,10.4560074192466,4.49495846405809,43.5703151206614,8.42229194209304,0.806696556617303
"68",0.502801010967755,7,17,"Q7. uncomfortable too close","Q17. avoid getting too close",0.940780014891409,45.5693727514469,6.4073987173471,5.72696699515095,15.3977006100422,45.5693727514469,9.17735544084676,0.798606939557768
"69",0.502392347735171,5,7,"Q5. pull away when getting close","Q7. uncomfortable too close",0.933806090657005,43.4695152911768,3.57575284146389,7.88970042573136,19.3414834199117,43.4695152911768,10.2689788957023,0.763765967324079
"70",0.502232037800702,23,16,"Q23. prefer distance from partner","Q16. my desire to be close scares lovers",0.994013017798244,36.3039805100397,16.7609729262446,13.9042791465284,2.67004597430154,36.3039805100397,11.1117660156915,0.693924306382365
"71",0.502027880783341,23,29,"Q23. prefer distance from partner","Q29.feel comfortable depending on partner",0.359950386247174,17.5159673774197,34.2674658543775,13.1119190331139,3.06180603321214,34.2674658543775,11.2298974812486,0.672286899504884
"72",0.501181773049611,35,16,"Q35. comfort and reassurance","Q16. my desire to be close scares lovers",-0.533642519061386,11.1529337959968,2.03689544982258,38.3971456017566,17.7145209668882,38.3971456017566,10.3014500709025,0.731713128425066
"73",0.500311183799698,27,17,"Q27. discuss problems and concerns","Q17. avoid getting too close",-0.197466898964287,5.28832023825852,10.4081352744088,45.8020651684072,10.3924603718871,45.8020651684072,8.69630529485145,0.810132899840292
"74",0.497233004553453,10,26,"Q10. want reciprocation","Q26. partners do not want to be as close as i do",0.00400521121329396,25.2158083269716,2.02399827744827,14.5536046352301,20.7939397498385,25.2158083269716,12.4571808875056,0.505977332712312
"75",0.496723210943523,5,13,"Q5. pull away when getting close","Q13. nervous when partner comes too close",0.996322623387846,42.2435859858921,4.48052836235027,7.06958203880649,20.5228911425054,42.2435859858921,10.6910005145541,0.746920147401206
"76",0.493300709812941,1,23,"Q1. prefer not to show how I feel","Q23. prefer distance from partner",0.802219035506176,43.6412894106561,3.47284934626409,14.35470572068,13.6342219953669,43.6412894106561,10.4872590207703,0.759694107062528
"77",0.492623057398486,31,17,"Q31. comfort advice help","Q17. avoid getting too close",-0.228959425506217,5.6027397260274,10.1937377690802,46.1898238747554,10.8727984344423,46.1898238747554,8.8897586431833,0.807538589727295
"78",0.492549153702845,27,1,"Q27. discuss problems and concerns","Q1. prefer not to show how I feel",0.18057385870999,3.56681919511909,13.8018694512887,44.2821385271227,14.6055770659783,44.2821385271227,10.6580885707954,0.759314050195039
"79",0.492311964438073,31,9,"Q31. comfort advice help","Q9. uncomfortable opening up",-0.123935094569602,4.35702116826914,12.436602894237,46.6132727593162,11.5886972017154,46.6132727593162,9.4607737547405,0.797036912563715
"80",0.491803370780712,19,17,"Q19. find it easy to get close","Q17. avoid getting too close",0.0960274050078153,7.257113661374,13.3783996227008,40.3317088508096,6.45731803175601,40.3317088508096,9.03094377194362,0.776083284609888
"81",0.490079609991194,33,19,"Q33. in need helps to turn to partner","Q19. find it easy to get close",0.875315787881274,6.74398034398034,2.76953316953317,13.0968058968059,45.945945945946,45.945945945946,7.53677313677314,0.835964349376114
"82",0.488331326489894,17,7,"Q17. avoid getting too close","Q7. uncomfortable too close",0.940780014891409,45.5693727514469,5.72696699515095,6.4073987173471,15.3977006100422,45.5693727514469,9.17735544084676,0.798606939557768
"83",0.487045991448495,9,33,"Q9. uncomfortable opening up","Q33. in need helps to turn to partner",-0.252550916123244,2.55681261151742,47.5167153585224,7.6449481382718,14.8075527930825,47.5167153585224,8.3364378476239,0.824557783829881
"84",0.485313575998207,7,33,"Q7. uncomfortable too close","Q33. in need helps to turn to partner",-0.45832948868695,3.49919805969565,49.6772679262997,6.62676524664554,13.8833470249971,49.6772679262997,8.00310344377942,0.838898075963987
"85",0.484547221588272,35,29,"Q35. comfort and reassurance","Q29.feel comfortable depending on partner",0.539878688150287,11.0102356955175,2.02164790776109,19.130161967136,35.4798227381466,35.4798227381466,10.7206818568048,0.697837220441399
"86",0.484542376932483,26,23,"Q26. partners do not want to be as close as i do","Q23. prefer distance from partner",0.898480220882559,33.3706915196917,11.4355374663285,18.435281857685,3.6414400597731,33.3706915196917,11.1707531279288,0.665252572865111
"87",0.484198682790614,35,9,"Q35. comfort and reassurance","Q9. uncomfortable opening up",-0.212777343604989,3.74909169465229,9.38745851253952,45.5605962410888,13.5745006775467,45.5605962410888,8.90368362824617,0.804574909838068
"88",0.479652451522797,15,27,"Q15. comfortable sharing private thoughts feelings","Q27. discuss problems and concerns",0.98785490319499,12.5658551871364,7.95746097651736,3.96991715466421,51.4874948588887,51.4874948588887,8.16441110610601,0.841429241634651
"89",0.479589621588057,33,26,"Q33. in need helps to turn to partner","Q26. partners do not want to be as close as i do",-0.304604017692339,6.70244437480414,2.8106392980257,38.3833437793795,19.0986367909746,38.3833437793795,9.53724015460148,0.751526594206596
"90",0.478606612870041,33,15,"Q33. in need helps to turn to partner","Q15. comfortable sharing private thoughts feelings",0.962903732668256,7.20791303496229,2.9830574870238,12.0928410537655,51.8382136911174,51.8382136911174,7.42793719191721,0.856709237008489
"91",0.477941294376383,27,15,"Q27. discuss problems and concerns","Q15. comfortable sharing private thoughts feelings",0.98785490319499,12.5658551871364,3.96991715466421,7.95746097651736,51.4874948588887,51.4874948588887,8.16441110610601,0.841429241634651
"92",0.476613301080055,30,36,"Q30. partner not around as much as i would like","Q36.resent time spent away",0,0,0,0,0,0,0,0
"93",0.476601153432021,35,1,"Q35. comfort and reassurance","Q1. prefer not to show how I feel",0.0701667260405166,3.37884159598848,10.1521947779758,43.5821597163732,17.6659549879537,43.5821597163732,10.3989971206393,0.761393258426966
"94",0.475443075920742,9,15,"Q9. uncomfortable opening up","Q15. comfortable sharing private thoughts feelings",-0.0881078873346984,5.34049055716637,45.4059243006034,16.5778544001254,7.85988558890369,45.4059243006034,9.92607684873181,0.781392472422373
"95",0.47536702922022,35,7,"Q35. comfort and reassurance","Q7. uncomfortable too close",-0.431482091824647,4.90920132426979,8.25709640135561,47.5894763649186,12.656963190785,47.5894763649186,8.60775363880346,0.81912485078006
"96",0.474246126044318,9,17,"Q9. uncomfortable opening up","Q17. avoid getting too close",0.985205033257659,42.9181857383669,5.71758987024188,7.13473675957505,16.0943196518876,42.9181857383669,9.6488820939015,0.77517963707222
"97",0.474003322910694,33,36,"Q33. in need helps to turn to partner","Q36.resent time spent away",0,0,0,0,0,0,0,0
"98",0.472360791542257,3,33,"Q3. comfortable with lovers","Q33. in need helps to turn to partner",0.913519163417598,6.20973269362577,10.106726720846,3.56016841280721,53.7491432488006,53.7491432488006,6.62554260909299,0.876732126158293
"99",0.471148588012492,11,23,"Q11. i want cannot get close","Q23. prefer distance from partner",0.877435489045818,42.4139421565545,3.85491983652939,13.9126846903489,11.8083935869224,42.4139421565545,9.85866603793356,0.767560723274811
"100",0.470818407528824,35,25,"Q35. comfort and reassurance","Q25. tell just about everything",0.91766144504794,11.0285030503953,2.42266120014909,12.8862035820076,46.0501794927124,46.0501794927124,8.77912261085065,0.809357472488463
"101",0.47075085300856,9,27,"Q9. uncomfortable opening up","Q27. discuss problems and concerns",-0.101478667653819,3.89373590824429,46.5385746495442,12.8850112734046,10.7518870698951,46.5385746495442,9.17687808384799,0.802811363412956
"102",0.469720184948095,11,13,"Q11. i want cannot get close","Q13. nervous when partner comes too close",0.986109299689801,41.2914819227689,4.91630368966932,8.10203722874387,19.5070023634197,41.2914819227689,10.8417810939443,0.737432986439609
"103",0.468796889124188,19,13,"Q19. find it easy to get close","Q13. nervous when partner comes too close",0.15278487123585,7.07362059492975,14.9536928027627,40.3049211207911,7.61517934228083,40.3049211207911,9.88083091332444,0.754848027522191
"104",0.468209573246444,35,12,"Q35. comfort and reassurance","Q12. i want to merge scares away lover",-0.600354094000841,10.796668299853,2.34590886820186,37.561979421852,17.8618324350808,37.561979421852,10.3348032010452,0.724859995130265
"105",0.468124019700288,35,13,"Q35. comfort and reassurance","Q13. nervous when partner comes too close",-0.192825123835821,4.74417510924732,8.35374576237973,45.2430875350277,14.8204032842782,45.2430875350277,9.30610805196841,0.794308731808732
"106",0.468082225066495,23,12,"Q23. prefer distance from partner","Q12. i want to merge scares away lover",0.975416490401544,35.341255032898,16.8889325346165,13.5814592949033,2.85181184326819,35.341255032898,11.1074012242627,0.685710051498648
"107",0.467701825122888,33,5,"Q33. in need helps to turn to partner","Q5. pull away when getting close",-0.157797960907727,2.83151875930132,7.23545077152033,43.4166209759536,18.3069632646667,43.4166209759536,9.45797759849612,0.782157676348548
"108",0.465540927078937,6,16,"Q6. worry lack of reciprocation","Q16. my desire to be close scares lovers",-0.465095807772865,22.2584932952813,2.21079792016889,29.6180460534032,18.5679659095352,29.6180460534032,14.3457523749951,0.515641499472017
"109",0.464345813303836,5,17,"Q5. pull away when getting close","Q17. avoid getting too close",0.970736799977833,41.0433591073701,4.53949300185965,8.29597729274738,17.2614270333757,41.0433591073701,10.0322991093276,0.755568273954309
"110",0.463575705612664,19,9,"Q19. find it easy to get close","Q9. uncomfortable opening up",0.147654392753648,6.44343072869558,15.5393448425027,40.0467969640961,7.18471037004994,40.0467969640961,9.72249531374939,0.757221649400174
"111",0.460977350120668,26,16,"Q26. partners do not want to be as close as i do","Q16. my desire to be close scares lovers",0.8955372430956,41.3014556268587,4.77969948348724,7.9374706526843,12.5547816559712,41.3014556268587,8.42398393071425,0.796036633507027
"112",0.460798953474229,23,15,"Q23. prefer distance from partner","Q15. comfortable sharing private thoughts feelings",-0.404232213596567,9.9781758125086,47.973889620731,10.2691649790606,5.65855960362557,47.973889620731,8.63530013173158,0.82
"113",0.459555268337131,7,5,"Q7. uncomfortable too close","Q5. pull away when getting close",0.933806090657005,43.4695152911768,7.88970042573136,3.57575284146389,19.3414834199117,43.4695152911768,10.2689788957023,0.763765967324079
"114",0.459095791673942,23,1,"Q23. prefer distance from partner","Q1. prefer not to show how I feel",0.802219035506176,43.6412894106561,14.35470572068,3.47284934626409,13.6342219953669,43.6412894106561,10.4872590207703,0.759694107062528
"115",0.459086367431715,3,19,"Q3. comfortable with lovers","Q19. find it easy to get close",0.744322915149943,12.9566344567523,4.02623929609553,8.04462251551575,44.9976431769974,44.9976431769974,8.34249875612119,0.814601428716919
"116",0.458910050237634,1,33,"Q1. prefer not to show how I feel","Q33. in need helps to turn to partner",0.0347390660825731,2.40358288351717,45.1791441758586,8.14949542360948,19.2012829539232,45.1791441758586,9.91812042034994,0.780471263870251
"117",0.458605913137372,11,17,"Q11. i want cannot get close","Q17. avoid getting too close",0.959981618965672,40.6750807161726,4.87819195773408,8.96781136875061,16.6167693963409,40.6750807161726,10.1542575742752,0.750356793508763
"118",0.455561892802399,13,3,"Q13. nervous when partner comes too close","Q3. comfortable with lovers",-0.293951732163232,4.25045435891423,47.2025170506732,14.4476363565301,9.19856950225714,47.2025170506732,9.29888673923381,0.803000193204714
"119",0.454425503524043,6,26,"Q6. worry lack of reciprocation","Q26. partners do not want to be as close as i do",-0.244787324890784,21.8595275837101,2.32294174054287,23.4290299223077,21.5424959392552,23.4290299223077,15.241655087836,0.349454282214055
"120",0.45398810197882,13,33,"Q13. nervous when partner comes too close","Q33. in need helps to turn to partner",-0.228484045736274,3.39450618250117,47.3000469557051,6.77531695100955,16.0392862732822,47.3000469557051,8.73636980226431,0.815298919038165
"121",0.452109041348014,25,33,"Q25. tell just about everything","Q33. in need helps to turn to partner",0.896308178426703,8.53080568720379,15.1776271983079,1.88398417609964,46.8665543848655,46.8665543848655,8.53080568720379,0.81797668296352
"122",0.451797507666397,9,13,"Q9. uncomfortable opening up","Q13. nervous when partner comes too close",0.996074838588806,42.6919464663066,6.96368474602802,7.08303983720748,17.9893558738358,42.6919464663066,10.6786934856904,0.749866324457277
"123",0.451707654192079,23,5,"Q23. prefer distance from partner","Q5. pull away when getting close",0.908692153613063,43.9477925856037,12.0336517671109,2.84821323269253,13.4272909541219,43.9477925856037,9.43638531797513,0.785281927423443
"124",0.451702894723787,33,3,"Q33. in need helps to turn to partner","Q3. comfortable with lovers",0.913519163417598,6.20973269362577,3.56016841280721,10.106726720846,53.7491432488006,53.7491432488006,6.62554260909299,0.876732126158293
"125",0.451517659785385,31,13,"Q31. comfort advice help","Q13. nervous when partner comes too close",-0.10255074429311,5.78362218878837,10.8403837511479,45.5577482951992,13.4273823247816,45.5577482951992,10.0171294215727,0.780122376622634
"126",0.451147649093735,15,1,"Q15. comfortable sharing private thoughts feelings","Q1. prefer not to show how I feel",0.192360507199122,5.82270071709099,16.8956017116395,42.1969948611735,12.0713573926806,42.1969948611735,11.5965532738037,0.725180588997963
"127",0.45112213592269,33,21,"Q33. in need helps to turn to partner","Q21. difficult to depend on partner",0.740485237532557,1.66934441004742,8.9619499196677,30.412633723892,29.6093107096673,30.412633723892,13.4135350131275,0.558948589099343
"128",0.450970568577401,13,5,"Q13. nervous when partner comes too close","Q5. pull away when getting close",0.996322623387846,42.2435859858921,7.06958203880649,4.48052836235027,20.5228911425054,42.2435859858921,10.6910005145541,0.746920147401206
"129",0.450621005053416,23,25,"Q23. prefer distance from partner","Q25. tell just about everything",-0.162911511416635,12.6363797204584,43.0222728970493,12.1095362598046,4.10269515815133,43.0222728970493,9.61620371280479,0.776483131520829
"130",0.449933325626753,31,1,"Q31. comfort advice help","Q1. prefer not to show how I feel",0.165540656447615,4.50985370808024,12.8615793277212,43.7645266509112,16.0589074005352,43.7645266509112,11.1434468121122,0.745377188676158
